Group	Group2	Family	Genus	Code	SIZE1	SIZE2	SIZE3	SIZE4	SIZE5	SIZE6	SIZE7	NCREQ1	NCRMO1	SEMIVO	UNIVO	PLURIVO	EGG	LARVA	NYMPH	IMAGO	OVOV	FREEGG	CEMEGG	CEMCLU	FRECLU	CLUVEG	CLUTER	ASEXU	RFEGG	RFCOC	RFCELL	RFDIAP	RFNON	TEG	GILL	PLAS	SPIR	AQUPAS	AQUACT	AERPAS	AERACT	FLIER	SURSWI	SWIMM	CRAW	BURR	INTST	TEMATT	PERATT
Odonata	ODO	Aeschnidae	Anax	I-ODO	0	0	0	0	0	1	0	0.5	0.5	0.25	0.75	0	0.4	0.6	0	0	0	0	0	0	0	0.6	0.4	0	0.34	0	0	0.33	0.33	0.25	0.75	0	0	0	0.25	0	0.75	0	0	0.33	0.67	0	0	0	0
Odonata	ODO	Aeschnidae	Boyeria	I-ODO	0	0	0	0	0.75	0.25	0	0	1	1	0	0	0.4	0.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0.25	0.75	0.25	0.75	0	0	0.4	0	0	0.6	0	0	0	1	0	0	0	0
Odonata	ODO	Aeschnidae	Brachytron	I-ODO	0	0	0	0	1	0	0	0	1	1	0	0	0.4	0.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.25	0.75	0	0	0.25	0.25	0	0.5	0	0	0	1	0	0	0	0
Odonata	ODO	Aeschnidae	Caliaeschna	I-ODO	0	0	0	0	0.5	0.5	0	0.25	0.75	0.75	0.25	0	0.4	0.6	0	0	0	0	0	0	0	0.75	0.25	0	0.25	0	0	0.25	0.5	0.25	0.75	0	0	0.2	0.2	0	0.6	0	0	0	1	0	0	0	0
Odonata	ODO	Aeschnidae	Hemianax	I-ODO	0	0	0	0	0	1	0	0	1	0	1	0	0.4	0.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.25	0.75	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Odonata	ODO	Calopterygidae	Calopteryx	I-ODO	0	0	0	0.2	0.6	0.2	0	0.5	0.5	0.25	0.75	0	0.5	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0.5	0.5	0.25	0.75	0	0	0.4	0.2	0	0.4	0	0	0.2	0.8	0	0	0	0
Odonata	ODO	Coenagrionidae	Cercion	I-ODO	0	0	0	0.75	0.25	0	0	1	0	0	0.25	0.75	0.4	0.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0.25	0.75	0.25	0.75	0	0	0.2	0.2	0	0.6	0	0	0.17	0.83	0	0	0	0
Odonata	ODO	Coenagrionidae	Ceriagrion	I-ODO	0	0	0	1	0	0	0	1	0	0.33	0.67	0	0.4	0.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.25	0.75	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Odonata	ODO	Coenagrionidae	Coenagrion	I-ODO	0	0	0	1	0	0	0	0.75	0.25	0.2	0.6	0.2	0.4	0.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0.5	0.5	0.25	0.75	0	0	0.33	0.17	0	0.5	0	0	0	1	0	0	0	0
Odonata	ODO	Coenagrionidae	Enallagma	I-ODO	0	0	0	1	0	0	0	0.67	0.33	0.25	0.75	0	0.4	0.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.25	0.75	0	0	0.2	0.2	0	0.6	0	0	0	1	0	0	0	0
Odonata	ODO	Coenagrionidae	Erythromma	I-ODO	0	0	0	0.5	0.5	0	0	0.25	0.75	0.4	0.4	0.2	0.4	0.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.25	0.75	0	0	0	0.25	0	0.75	0	0	0.33	0.67	0	0	0	0
Odonata	ODO	Coenagrionidae	Ischnura	I-ODO	0	0	0	1	0	0	0	1	0	0	0.5	0.5	0.4	0.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0.5	0.5	0.25	0.75	0	0	0.2	0.2	0	0.6	0	0	0	1	0	0	0	0
Odonata	ODO	Coenagrionidae	Nehalennia	I-ODO	0	0	0.4	0.6	0	0	0	1	0	0	0.33	0.67	0.4	0.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.25	0.75	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Odonata	ODO	Coenagrionidae	Pyrrhosoma	I-ODO	0	0	0	1	0	0	0	0.6	0.4	0.4	0.4	0.2	0.5	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0.25	0.75	0	0	0.33	0.17	0	0.5	0	0	0.2	0.8	0	0	0	0
Odonata	ODO	Cordulegastridae	Cordulegaster	I-ODO	0	0	0	0	0.4	0.6	0	0	1	1	0	0	0.4	0.6	0	0	0	0.75	0	0	0	0	0.25	0	0	0	0	0	1	0.25	0.75	0	0	0.4	0	0	0.6	0	0	0	0.2	0.8	0	0	0
Odonata	ODO	Corduliidae	Cordulia	I-ODO	0	0	0	0	1	0	0	0.25	0.75	0.67	0.33	0	0.5	0.5	0	0	0	0	0.2	0.2	0.6	0	0	0	0	0	0	0	1	0.25	0.75	0	0	0	0.25	0	0.75	0	0	0.2	0.4	0.4	0	0	0
Odonata	ODO	Corduliidae	Epitheca	I-ODO	0	0	0	0	1	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.25	0.75	0	0	0	0.25	0	0.75	0	0	0	0.75	0.25	0	0	0
Odonata	ODO	Corduliidae	Macromia	I-ODO	0	0	0	0	1	0	0	0	1	1	0	0	0.5	0.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.25	0.75	0	0	0.2	0.2	0	0.6	0	0	0	0.6	0.4	0	0	0
Odonata	ODO	Corduliidae	Oxygastra	I-ODO	0	0	0	0.25	0.75	0	0	0	1	1	0	0	0.5	0.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.25	0.75	0	0	0.4	0	0	0.6	0	0	0	0.6	0.4	0	0	0
Odonata	ODO	Corduliidae	Somatochlora	I-ODO	0	0	0	0.4	0.6	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0.6	0.2	0	0	0	0.2	0	0	0	0	1	0	0.25	0.75	0	0	0	0.25	0	0.75	0	0	0	0.75	0.25	0	0	0
Odonata	ODO	Euphaeidae	Epallage	I-ODO	0	0	0	0.2	0.6	0.2	0	0.5	0.5	0.25	0.75	0	0.5	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0.5	0.5	0.25	0.75	0	0	0.4	0.2	0	0.4	0	0	0.2	0.8	0	0	0	0
Odonata	ODO	Gomphidae	Gomphus	I-ODO	0	0	0	0	1	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0.25	0.75	0	0	0	0	0	1	0	0	0	0	0.25	0.75	0	0	0.4	0	0	0.6	0	0	0	0.2	0.8	0	0	0
Odonata	ODO	Gomphidae	Lindenia	I-ODO	0	0	0	0	1	0	0	0	1	0.67	0.33	0	0.5	0.5	0	0	0	0.5	0.5	0	0	0	0	0	0.67	0	0	0	0.33	0.25	0.75	0	0	0.33	0.17	0	0.5	0	0	0	0.33	0.67	0	0	0
Odonata	ODO	Gomphidae	Onychogomphus	I-ODO	0	0	0	0	1	0	0	0	1	0.75	0.25	0	0.5	0.5	0	0	0	0.25	0.75	0	0	0	0	0	1	0	0	0	0	0.25	0.75	0	0	0.33	0.17	0	0.5	0	0	0	0.4	0.6	0	0	0
Odonata	ODO	Gomphidae	Ophiogomphus	I-ODO	0	0	0	0	1	0	0	0	1	0.75	0.25	0	0.5	0.5	0	0	0	0.33	0.67	0	0	0	0	0	1	0	0	0	0	0.25	0.75	0	0	0.4	0	0	0.6	0	0	0	0.33	0.67	0	0	0
Odonata	ODO	Gomphidae	Paragomphus	I-ODO	0	0	0	0	1	0	0	0	1	0	1	0	0.5	0.5	0	0	0	0.75	0	0	0.25	0	0	0	0	0	0	0	1	0.25	0.75	0	0	0.43	0.14	0	0.43	0	0	0	0.29	0.71	0	0	0
Odonata	ODO	Lestidae	Chalcolestes	I-ODO	0	0	0	0	1	0	0	1	0	0	0.75	0.25	0.25	0.75	0	0	0	0	0	0	0	0.6	0.4	0	0.75	0	0	0	0.25	0.33	0.67	0	0	0.2	0.2	0	0.6	0	0	0.2	0.8	0	0	0	0
Odonata	ODO	Lestidae	Lestes	I-ODO	0	0	0	0.25	0.75	0	0	1	0	0	0.75	0.25	0.25	0.75	0	0	0	0	0	0	0	0.5	0.5	0	0.75	0	0	0	0.25	0.33	0.67	0	0	0	0.25	0	0.75	0	0	0.2	0.8	0	0	0	0
Odonata	ODO	Lestidae	Sympecma	I-ODO	0	0	0	1	0	0	0	0.33	0.67	0	0.33	0.67	0.25	0.75	0	0	0	0	0	0	0	0.4	0.6	0	0	0	0	1	0	0.25	0.75	0	0	0	0.25	0	0.75	0	0	0.4	0.6	0	0	0	0
Odonata	ODO	Libellulidae	Crocothemis	I-ODO	0	0	0	1	0	0	0	1	0	0	0.33	0.67	0.5	0.5	0	0	0	0.5	0.5	0	0	0	0	0	0.33	0	0	0	0.67	0.25	0.75	0	0	0	0.25	0	0.75	0	0	0	1	0	0	0	0
Odonata	ODO	Libellulidae	Diplacodes	I-ODO	0	0	0	0.67	0.33	0	0	0.5	0.5	0.34	0.33	0.33	0.5	0.5	0	0	0	0.67	0.33	0	0	0	0	0	0.25	0	0	0.25	0.5	0.25	0.75	0	0	0.2	0.2	0	0.6	0	0	0.25	0.75	0	0	0	0
Odonata	ODO	Libellulidae	Leucorrhinia	I-ODO	0	0	0	0.4	0.6	0	0	0	1	1	0	0	0.5	0.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.25	0.75	0	0	0	0	0	1	0	0	0.33	0.67	0	0	0	0
Odonata	ODO	Libellulidae	Libellula	I-ODO	0	0	0	0	1	0	0	0.25	0.75	0.75	0.25	0	0.5	0.5	0	0	0	0.4	0.6	0	0	0	0	0	0	0	0	0	1	0.25	0.75	0	0	0	0.25	0	0.75	0	0	0.29	0.57	0.14	0	0	0
Odonata	ODO	Libellulidae	Orthetrum	I-ODO	0	0	0	0.25	0.75	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0.33	0.67	0	0	0	0	0	0	0	0	1	0	0.25	0.75	0	0	0.2	0.2	0	0.6	0	0	0.2	0.6	0.2	0	0	0
Odonata	ODO	Libellulidae	Sympetrum	I-ODO	0	0	0	1	0	0	0	1	0	0	0.75	0.25	0.4	0.6	0	0	0	0.75	0	0	0	0	0.25	0	0.4	0	0	0	0.6	0.25	0.75	0	0	0.25	0	0	0.75	0	0	0.33	0.67	0	0	0	0
Odonata	ODO	Libellulidae	Trithemis	I-ODO	0	0	0	0.5	0.5	0	0	0.33	0.67	0.5	0.25	0.25	0.5	0.5	0	0	0	0.5	0.5	0	0	0	0	0	0.25	0	0	0.25	0.5	0.25	0.75	0	0	0.2	0.2	0	0.6	0	0	0.17	0.66	0.17	0	0	0
Odonata	ODO	Platycnemididae	Platycnemis	I-ODO	0	0	0	1	0	0	0	0	1	0.4	0.6	0	0.5	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0.5	0.5	0.25	0.75	0	0	0.2	0.2	0	0.6	0	0	0	1	0	0	0	0
Plecoptera	PLE	Capniidae	Capnia	I-PLE	0	0	1	0	0	0	0	1	0	0	1	0	0.5	0.5	0	0	0.75	0.25	0	0	0	0	0	0	0	0	0	0.75	0.25	1	0	0	0	0.25	0.5	0	0.25	0	0	0	0.72	0.14	0.14	0	0
Plecoptera	PLE	Capniidae	Capnioneura	I-PLE	0	0.25	0.75	0	0	0	0	0.33	0.67	0.67	0.33	0	0.5	0.5	0	0	1	0	0	0	0	0	0	0	0.67	0	0	0	0.33	1	0	0	0	0.34	0.33	0	0.33	0	0	0	0.72	0.14	0.14	0	0
Plecoptera	PLE	Capniidae	Capnopsis	I-PLE	0	0	1	0	0	0	0	1	0	0	1	0	0.5	0.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.4	0.4	0	0.2	0	0	0	1	0	0	0	0
Plecoptera	PLE	Chloroperlidae	Chloroperla	I-PLE	0	0	1	0	0	0	0	0.25	0.75	0.75	0.25	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	1	1	0	0	0	0.5	0.33	0	0.17	0	0	0	0.67	0	0.33	0	0
Plecoptera	PLE	Chloroperlidae	Siphonoperla	I-PLE	0	0	0.6	0.4	0	0	0	0.67	0.33	0.33	0.67	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.4	0.4	0	0.2	0	0	0	0.66	0.17	0.17	0	0
Plecoptera	PLE	Chloroperlidae	Xanthoperla	I-PLE	0	0	1	0	0	0	0	1	0	0.25	0.75	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.4	0.4	0	0.2	0	0	0	1	0	0	0	0
Plecoptera	PLE	Leuctridae	Euleuctra	I-PLE	0	0	0.25	0.75	0	0	0	1	0	0	1	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.5	0.33	0	0.17	0	0	0	0.625	0.375	0	0	0
Plecoptera	PLE	Leuctridae	Leuctra	I-PLE	0	0	0.75	0.25	0	0	0	0.75	0.25	0.25	0.75	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0.25	0	0	0	0.75	1	0	0	0	0.4	0.4	0	0.2	0	0	0	0.625	0.25	0.125	0	0
Plecoptera	PLE	Leuctridae	Pachyleuctra	I-PLE	0	0	0	1	0	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.34	0.33	0	0.33	0	0	0	0.83	0	0.17	0	0
Plecoptera	PLE	Leuctridae	Tyrrhenoleuctra	I-PLE	0	0.75	0.25	0	0	0	0	1	0	0	1	0	0.5	0.5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0.4	0.4	0	0.2	0	0	0	1	0	0	0	0
Plecoptera	PLE	Nemouridae	Amphinemura	I-PLE	0	0.25	0.75	0	0	0	0	1	0	0	1	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0.2	0	0	0.4	0.4	0.6	0.4	0	0	0.4	0.4	0	0.2	0	0	0	1	0	0	0	0
Plecoptera	PLE	Nemouridae	Nemoura	I-PLE	0	0.25	0.75	0	0	0	0	0.5	0.5	0.5	0.5	0	0.5	0.5	0	0	0	0	0.75	0.25	0	0	0	0	0	0	0	0.25	0.75	1	0	0	0	0.34	0.33	0	0.33	0	0	0	1	0	0	0	0
Plecoptera	PLE	Nemouridae	Nemurella	I-PLE	0	0	1	0	0	0	0	0.75	0.25	0.25	0.75	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0.33	0.67	1	0	0	0	0.5	0.33	0	0.17	0	0	0	1	0	0	0	0
Plecoptera	PLE	Nemouridae	Protonemura	I-PLE	0	0	0.75	0.25	0	0	0	1	0	0	1	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0.2	0	0	0.2	0.6	0.6	0.4	0	0	0.4	0.4	0	0.2	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlidae	Dinocras	I-PLE	0	0	0	0	1	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0.4	0	0	0.4	0.2	0	1	0	0	0.25	0.5	0	0.25	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlidae	Eoperla	I-PLE	0	0	0	1	0	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.25	0.5	0	0.25	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlidae	Marthamea	I-PLE	0	0	0	0.75	0.25	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.25	0.5	0	0.25	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlidae	Perla	I-PLE	0	0	0	0	1	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0	0.6	0	0.4	0	0	0	0.5	0	0	0	0.5	0	1	0	0	0.25	0.5	0	0.25	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlodidae	Afroperlodes	I-PLE	0	0	0	0.67	0.33	0	0	0.25	0.75	0.5	0.5	0	0.5	0.5	0	0	0	0	0.34	0.33	0.33	0	0	0	0.5	0	0	0	0.5	1	0	0	0	0.25	0.5	0	0.25	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlodidae	Arcynopteryx	I-PLE	0	0	0	1	0	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0.4	0.4	0	0.2	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlodidae	Besdolus	I-PLE	0	0	0	0.4	0.6	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0.25	0.5	0	0.25	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlodidae	Dictyogenus	I-PLE	0	0	0	0.75	0.25	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0.25	0.5	0	0.25	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlodidae	Diura	I-PLE	0	0	0	0.33	0.67	0	0	0.25	0.75	0.6	0.4	0	0.5	0.5	0	0	0	0	0	0.25	0.75	0	0	0	0.6	0	0	0.4	0	1	0	0	0	0.25	0.5	0	0.25	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlodidae	Guadalgenus	I-PLE	0	0	0	0.67	0.33	0	0	0.25	0.75	0.5	0.5	0	0.5	0.5	0	0	0	0	0.34	0.33	0.33	0	0	0	0.5	0	0	0	0.5	1	0	0	0	0.25	0.5	0	0.25	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlodidae	Hemimelaena	I-PLE	0	0	0	1	0	0	0	1	0	0	1	0	0.5	0.5	0	0	0	0	0	0	1	0	0	0	0.67	0	0	0	0.33	1	0	0	0	0.4	0.4	0	0.2	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlodidae	Isogenus	I-PLE	0	0	0	0.75	0.25	0	0	0	1	1	0	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.25	0.5	0	0.25	0	0	0	1	0	0	0	0
Plecoptera	PLE	Perlodidae	Isoperla	I-PLE	0	0	0.25	0.75	0	0	0	0.25	0.75	0.4	0.6	0	0.5	0.5	0	0	0	0	0.33	0.67	0	0	0	0	0.5	0	0	0.25	0.25	1	0	0	0	0.34	0.33	0	0.33	0	0	0	0.8	0	0.2	0	0
Plecoptera	PLE	Perlodidae	Perlodes	I-PLE	0	0	0	0.25	0.75	0	0	0	1	0.25	0.75	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0.4	0	0	0	0.6	1	0	0	0	0.25	0.5	0	0.25	0	0	0	1	0	0	0	0
Plecoptera	PLE	Taeniopterygidae	Brachyptera	I-PLE	0	0	0.25	0.75	0	0	0	1	0	0	1	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0.33	0	0	0.67	0	1	0	0	0	0.4	0.4	0	0.2	0	0	0	0.72	0.14	0.14	0	0
Plecoptera	PLE	Taeniopterygidae	Rhabdiopteryx	I-PLE	0	0	0.5	0.5	0	0	0	1	0	0	1	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.4	0.4	0	0.2	0	0	0	1	0	0	0	0
Plecoptera	PLE	Taeniopterygidae	Taeniopteryx	I-PLE	0	0	0.25	0.75	0	0	0	1	0	0	1	0	0.5	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0.33	0.67	0.6	0.4	0	0	0.4	0.4	0	0.2	0	0	0	0.72	0.14	0.14	0	0
Trichoptera	TRI	Beraeidae	Beraea	I-TRI	0	0.25	0.75	0	0	0	0	1	0	0	1	0	0.375	0.25	0.375	0	0	0	0	1	0	0	0	0	0.1	0.03	0.01	0.21	0.65	1	0	0	0	0	0.34	0.33	0.33	0	0	0	1	0	0	0	0
Trichoptera	TRI	Beraeidae	Beraeamya	I-TRI	0	0	1	0	0	0	0	1	0	0	1	0	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0.1	0.03	0.01	0.21	0.65	1	0	0	0	0	0.34	0.33	0.33	0	0	0	1	0	0	0	0
Trichoptera	TRI	Beraeidae	Beraeodes	I-TRI	0	0.25	0.75	0	0	0	0	1	0	0	1	0	0.34	0.33	0.33	0	0	0	0	0.67	0.33	0	0	0	0.1	0.03	0.01	0.21	0.65	0.4	0.6	0	0	0	0.34	0.33	0.33	0	0	0	1	0	0	0	0
Trichoptera	TRI	Beraeidae	Beraeodina	I-TRI	0	0	1	0	0	0	0	1	0	0	1	0	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0.1	0.03	0.01	0.21	0.65	1	0	0	0	0	0.34	0.33	0.33	0	0	0	0.83	0	0	0.17	0
Trichoptera	TRI	Beraeidae	Ernodes	I-TRI	0	0.25	0.75	0	0	0	0	0.67	0.33	0.13	0.65	0.22	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0.1	0.03	0.01	0.21	0.65	1	0	0	0	0	0.34	0.33	0.33	0	0	0	1	0	0	0	0
Trichoptera	TRI	Brachycentridae	Brachycentrus	I-TRI	0	0	0.25	0.75	0	0	0	1	0	0	1	0	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.6	0.4	0	0	0	0.25	0.25	0.5	0	0	0	0.4	0	0	0.6	0
Trichoptera	TRI	Brachycentridae	Micrasema	I-TRI	0	0.25	0.75	0	0	0	0	0.67	0.33	0.33	0.67	0	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.6	0.4	0	0	0	0.25	0.25	0.5	0	0	0	0.75	0	0	0.25	0
Trichoptera	TRI	Brachycentridae	Oligoplectrum	I-TRI	0	0	1	0	0	0	0	1	0	0	1	0	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.6	0.4	0	0	0	0.25	0.25	0.5	0	0	0	0.4	0	0	0.6	0
Trichoptera	TRI	Calamoceratidae	Calamoceras	I-TRI	0	0	0	0.75	0.25	0	0	1	0	0	1	0	0.34	0.33	0.33	0	0	0	0	0.25	0.75	0	0	0	0.1	0.03	0.01	0.21	0.65	0.5	0.5	0	0	0	0	0.5	0.5	0	0	0	1	0	0	0	0
Trichoptera	TRI	Ecnomidae	Ecnomus	I-TRI	0	0	1	0	0	0	0	1	0	0	0.75	0.25	0.34	0.33	0.33	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0.375	0.25	0	0.25	0.125
Trichoptera	TRI	Glossosomatidae	Agapetus	I-TRI	0	0	1	0	0	0	0	1	0	0	0.75	0.25	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0.5	0	0.5	0	1	0	0	0	0.2	0.4	0.2	0.2	0	0	0	0.25	0	0	0.75	0
Trichoptera	TRI	Glossosomatidae	Catagapetus	I-TRI	0	0	1	0	0	0	0	1	0	0	1	0	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0.6	0	0	0.4	0
Trichoptera	TRI	Glossosomatidae	Glossosoma	I-TRI	0	0	0.75	0.25	0	0	0	1	0	0	0.67	0.33	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0.5	0	0.5	0	1	0	0	0	0.2	0.4	0.2	0.2	0	0	0	0.25	0	0	0.75	0
Trichoptera	TRI	Glossosomatidae	Synagapetus	I-TRI	0	0	1	0	0	0	0	0.75	0.25	0.25	0.75	0	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0.2	0.4	0.2	0.2	0	0	0	0.6	0	0	0.4	0
Trichoptera	TRI	Goeridae	Goera	I-TRI	0	0	0	1	0	0	0	1	0	0	1	0	0.34	0.33	0.33	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0.4	0.6	0	0	0.2	0.2	0.2	0.4	0	0	0	0.83	0	0	0.17	0
Trichoptera	TRI	Goeridae	Lithax	I-TRI	0	0	0.75	0.25	0	0	0	1	0	0.13	0.65	0.22	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0.1	0.03	0.01	0.21	0.65	0.4	0.6	0	0	0.2	0.2	0.2	0.4	0	0	0	1	0	0	0	0
Trichoptera	TRI	Goeridae	Silo	I-TRI	0	0	0.75	0.25	0	0	0	1	0	0	1	0	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.4	0.6	0	0	0.2	0.2	0.2	0.4	0	0	0	0.57	0	0	0.29	0.14
Trichoptera	TRI	Goeridae	Silonella	I-TRI	0	0	1	0	0	0	0	1	0	0.13	0.65	0.22	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0.1	0.03	0.01	0.21	0.65	0.4	0.6	0	0	0.2	0.2	0.2	0.4	0	0	0	1	0	0	0	0
Trichoptera	TRI	Helicopsychidae	Helicopsyche	I-TRI	0	0	1	0	0	0	0	1	0	0	1	0	0.14	0.43	0.43	0	0	0	0.5	0.5	0	0	0	0	0.2	0	0	0.2	0.6	1	0	0	0	0	0	0.5	0.5	0	0	0	0.66	0.17	0	0.17	0
Trichoptera	TRI	Hydropsychidae	Cheumatopsyche	I-TRI	0	0	0.75	0.25	0	0	0	1	0	0	0.6	0.4	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.4	0.6	0	0	0.375	0.125	0.125	0.375	0	0	0	0.4	0	0	0.6	0
Trichoptera	TRI	Hydropsychidae	Diplectrona	I-TRI	0	0	1	0	0	0	0	0.75	0.25	0.25	0.75	0	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0.375	0.125	0.125	0.375	0	0	0	0.4	0	0	0.6	0
Trichoptera	TRI	Hydropsychidae	Hydropsyche	I-TRI	0	0	0.2	0.6	0.2	0	0	1	0	0	0.5	0.5	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.4	0.6	0	0	0.34	0.22	0.11	0.33	0	0	0	0.4	0	0	0.6	0
Trichoptera	TRI	Hydroptilidae	Agraylea	I-TRI	0	0.75	0.25	0	0	0	0	1	0	0	0.25	0.75	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0.25	0.25	0.25	0.25	0	0	0.2	0.6	0	0	0.2	0
Trichoptera	TRI	Hydroptilidae	Allotrichia	I-TRI	0	0.6	0.4	0	0	0	0	1	0	0	0.25	0.75	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0.75	0	0	0.25	0
Trichoptera	TRI	Hydroptilidae	Hydroptila	I-TRI	0	0.75	0.25	0	0	0	0	1	0	0	0.4	0.6	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.75	0.25	0	0	0.2	0.2	0.4	0.2	0	0	0	0.75	0	0	0.25	0
Trichoptera	TRI	Hydroptilidae	Ithytrichia	I-TRI	0	1	0	0	0	0	0	1	0	0	1	0	0.34	0.33	0.33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.5	0.5	0	0	0.2	0.2	0.4	0.2	0	0	0	0.75	0	0	0.25	0
